#GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	DATE	GO ASPECT
UniProtKB	O88623-2	Usp2	involved_in	GO:0032922	circadian regulation of gene expression	ECO:0000315	IMP	PMID:26756164		10090	UniProt	has_input(UniProtKB:Q99MJ6),occurs_in(UBERON:0001204)	20220204	P
UniProtKB	P09016	HOXD4	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:1756725		9606	NTNU_SB	has_input(NCBI_Gene:3235)	20161206	F
UniProtKB	Q14653	IRF3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:17560375		9606	NTNU_SB	has_input(NCBI_Gene:15977),occurs_at(SO:0001952)	20170214	F
UniProtKB	A0A0G2JUR2	Irf5	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13568	10116	RGD	has_input(NCBI_Gene:3439)	20191112	F
UniProtKB	A0A8A1UD83	Irf5	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13568	10116	RGD	has_input(NCBI_Gene:3439)	20191112	F
UniProtKB	A0A8A1UFN5	Irf5	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13568	10116	RGD	has_input(NCBI_Gene:3439)	20191112	F
UniProtKB	A0A8A1UJ87	Irf5	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13568	10116	RGD	has_input(NCBI_Gene:3439)	20191112	F
UniProtKB	A0A8I5YBA0	Irf5	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13568	10116	RGD	has_input(NCBI_Gene:3439)	20191112	F
UniProtKB	D3ZPU1	Irf5	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13568	10116	RGD	has_input(NCBI_Gene:3439)	20191112	F
UniProtKB	Q13568	IRF5	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:12600985		9606	NTNU_SB	has_input(NCBI_Gene:3439)	20191112	F
UniProtKB	P81067	Irx3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:21825130		10090	BHF-UCL	occurs_in(UBERON:0002354),has_input(UniProtKB:Q01231),part_of(GO:1903598)	20210622	F
UniProtKB	P78415	IRX3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000250	ISS	PMID:21825130	UniProtKB:P81067	9606	BHF-UCL	occurs_in(UBERON:0002354),has_input(UniProtKB:P36382),part_of(GO:1903598)	20210622	F
UniProtKB	D3ZNE0	Irx3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1197522	10116	RGD	occurs_in(EMAPA:35718),has_input(UniProtKB:Q01231),part_of(GO:1903598)	20210622	F
UniProtKB	P05412	JUN	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:19962668		9606	BHF-UCL	has_input(RNAcentral:URS000077BBBB_9606),occurs_at(SO:0001952)	20210107	F
UniProtKB	P46099	Klf1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:17442339		10090	NTNU_SB	has_input(NCBI_Gene:12580),occurs_at(SO:0001952)	20161212	F
UniProtKB	P46099	Klf1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:17442339		10090	NTNU_SB	has_input(NCBI_Gene:12580),occurs_at(SO:0001952)	20161212	F
UniProtKB	Q13118	KLF10	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:15087465		9606	NTNU_SB	has_input(NCBI_Gene:3681),occurs_at(SO:0001952)	20170525	F
UniProtKB	Q9UIH9	KLF15	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:19767294		9606	BHF-UCL	has_input(UniProtKB:Q8N8U9),occurs_at(SO:0001952)	20180809	F
UniProtKB	Q60793	Klf4	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:22723415		10090	BHF-UCL	has_input(UniProtKB:O70372),occurs_in(CL:0002322)	20210113	F
UniProtKB	Q99612	KLF6	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:18755691		9606	NTNU_SB	has_input(NCBI_Gene:467),occurs_at(SO:0001952)	20160901	F
UniProtKB	A0A1W2Q653	Lhx4	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q969G2	10116	RGD	has_input(NCBI_Gene:5449)	20191112	F
UniProtKB	A0A1W2Q6B2	Lhx4	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q969G2	10116	RGD	has_input(NCBI_Gene:5449)	20191112	F
UniProtKB	F1LZ08	Lhx4	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q969G2	10116	RGD	has_input(NCBI_Gene:5449)	20191112	F
UniProtKB	Q969G2	LHX4	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:15998782		9606	NTNU_SB	has_input(NCBI_Gene:5449)	20191112	F
UniProtKB	P0C0T0	Litaf	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q99732	10116	RGD	has_input(NCBI_Gene:9966)	20191112	F
UniProtKB	Q99732	LITAF	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:21217782		9606	NTNU_SB	has_input(NCBI_Gene:9966)	20191112	F
UniProtKB	A0A8I5ZUD9	Maff	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9ULX9	10116	RGD	has_input(NCBI_Gene:2729)	20191112	F
UniProtKB	A0A8I6AW56	Maff	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9ULX9	10116	RGD	has_input(NCBI_Gene:2729)	20191112	F
UniProtKB	D3ZC87	Maff	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9ULX9	10116	RGD	has_input(NCBI_Gene:2729)	20191112	F
UniProtKB	Q9ULX9	MAFF	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:12490281		9606	NTNU_SB	has_input(NCBI_Gene:2729)	20191112	F
UniProtKB	P14404	Mecom	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:15889140		10090	NTNU_SB	has_input(NCBI_Gene:11600)|has_input(NCBI_Gene:11601)|has_input(NCBI_Gene:14460)|has_input(NCBI_Gene:14461)|has_input(NCBI_Gene:21687)	20191112	F
UniProtKB	Q60929	Mef2a	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:16407236		10090	NTNU_SB	has_input(NCBI_Gene:76469)	20191112	F
UniProtKB	Q9H2W2	MIXL1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9WUI0	9606	BHF-UCL	has_input(UniProtKB:P35968),occurs_at(SO:0001952)|has_input(UniProtKB:P16234),occurs_at(SO:0001952)	20210120	F
UniProtKB	Q9WUI0	Mixl1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:22265737		10090	BHF-UCL	has_input(UniProtKB:P35918),occurs_at(SO:0001952)|has_input(UniProtKB:P26618),occurs_at(SO:0001952)	20210120	F
UniProtKB	P10242	MYB	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:25857263		9606	BHF-UCL	has_input(UniProtKB:P16157)|has_input(RNAcentral:URS0000377E71_9606),part_of(GO:1902895),part_of(GO:0045653)	20220425	F
UniProtKB	A0A0G2JV86	Myb	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P10242	10116	RGD	has_input(NCBI_Gene:1991)	20191112	F
UniProtKB	A0A0G2K2A4	Myb	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P10242	10116	RGD	has_input(NCBI_Gene:1991)	20191112	F
UniProtKB	A0A8I5ZUL7	Myb	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P10242	10116	RGD	has_input(NCBI_Gene:1991)	20191112	F
UniProtKB	A0A8I5ZY95	Myb	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P10242	10116	RGD	has_input(NCBI_Gene:1991)	20191112	F
UniProtKB	P10242	MYB	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:10233885		9606	NTNU_SB	has_input(NCBI_Gene:1991)	20191112	F
UniProtKB	P01106	MYC	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:27791094		9606	ARUK-UCL	occurs_in(CL:0000351),has_input(RNAcentral:URS00000A68B2_9606),occurs_in(UBERON:0000319),part_of(GO:1902895)	20210619	F
UniProtKB	P04198	MYCN	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:17327229		9606	NTNU_SB	has_input(NCBI_Gene:5747),occurs_at(SO:0001952)	20170530	F
UniProtKB	P19838:PRO_0000030311	NFKB1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:23811396		9606	ARUK-UCL	part_of(GO:0045944),has_input(UniProtKB:P29475)	20181126	F
UniProtKB	Q64221	Nhlh2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:15470499		10090	NTNU_SB	has_input(NCBI_Gene:17984),occurs_at(SO:0001952)	20170529	F
UniProtKB	O15226	NKRF	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:10562553		9606	NTNU_SB	has_input(NCBI_Gene:3456),occurs_at(SO:0001952)	20170207	F
UniProtKB	P23441	Nkx2-1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:15173172		10116	NTNU_SB	has_input(NCBI_Gene:20390)	20191112	F
UniProtKB	P42582	Nkx2-5	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:19578358		10090	BHF-UCL	has_input(RNAcentral:URS000075C4F5_10090),has_input(RNAcentral:URS000075ADD1_10090)	20151127	F
UniProtKB	O35767	Nkx2-5	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P52952	10116	RGD	has_input(RNAcentral:URS00004F4657_9606),has_input(RNAcentral:URS00000D864F_9606)	20210107	F
UniProtKB	P52952	NKX2-5	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:19578358		9606	BHF-UCL	has_input(RNAcentral:URS00004F4657_9606),has_input(RNAcentral:URS00000D864F_9606)	20210107	F
UniProtKB	A6NJ46	NKX6-3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:26314965		9606	ARUK-UCL	has_input(UniProtKB:Q16611)|has_input(UniProtKB:Q9BXH1)|has_input(UniProtKB:Q12983)|has_input(UniProtKB:Q53EL6)|has_input(UniProtKB:Q9NS71)	20200512	F
UniProtKB	D3ZCL0	Nkx6-3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:A6NJ46	10116	RGD	has_input(UniProtKB:Q16611)|has_input(UniProtKB:Q9BXH1)|has_input(UniProtKB:Q12983)|has_input(UniProtKB:Q53EL6)|has_input(UniProtKB:Q9NS71)	20200512	F
UniProtKB	A6NJ46	NKX6-3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:26314965		9606	NTNU_SB	has_input(NCBI_Gene:56287)	20191112	F
UniProtKB	Q62735	Nr1h4	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1352464	10116	RGD	has_input(PR:Q99P27)	20210324	F
UniProtKB	P49116	NR2C2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:10644740		9606	NTNU_SB	has_input(NCBI_Gene:3973),occurs_at(SO:0001952)	20160719	F
UniProtKB	P49116	NR2C2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:10644740		9606	NTNU_SB	has_input(NCBI_Gene:3973)	20191112	F
UniProtKB	M0R4U8	Nr2e3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9Y5X4	10116	RGD	has_input(NCBI_Gene:2099)	20191112	F
UniProtKB	Q9Y5X4	NR2E3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:22174013		9606	NTNU_SB	has_input(NCBI_Gene:2099)	20191112	F
UniProtKB	P04150	NR3C1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:23823477		9606	UniProt	has_input(UniProtKB:Q8TAP4)	20220204	F
UniProtKB	P06536	Nr3c1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P04150	10116	RGD	has_input(UniProtKB:Q8TAP4)	20220204	F
UniProtKB	Q16656	NRF1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:23525105		9606	ARUK-UCL	has_input(UniProtKB:P14735)	20211118	F
UniProtKB	Q62792	Nrf1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q16656	10116	RGD	has_input(UniProtKB:P14735)	20211118	F
UniProtKB	P40425	PBX2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:19356220		9606	NTNU_SB	has_input(NCBI_Gene:269523)	20191112	F
UniProtKB	Q6MG87	Pbx2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P40425	10116	RGD	has_input(NCBI_Gene:269523)	20191112	F
UniProtKB	P14859	POU2F1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000305	IC	PMID:25802280		9606	BHF-UCL	part_of(GO:1902895),has_input(RNAcentral:URS00001DC04F_9606)	20220817	F
UniProtKB	P17208	Pou4f1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000316	IGI	PMID:18421303	UniProtKB:O15350	10090	ARUK-UCL	has_input(UniProtKB:P39689)	20210810	F
UniProtKB	Q01851	POU4F1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000250	ISS	PMID:18421303	UniProtKB:P17208	9606	ARUK-UCL	has_input(UniProtKB:P38936)	20210810	F
UniProtKB	P17208	Pou4f1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:10329733		10090	ARUK-UCL	has_input(UniProtKB:P10417)|has_input(UniProtKB:P46660)	20210810	F
UniProtKB	G3V7L5	Pou4f2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q12837	10116	RGD	occurs_in(UBERON:0000948),has_input(UniProtKB:P24385)	20191218	F
UniProtKB	Q12837	POU4F2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:17637757		9606	ARUK-UCL	occurs_in(UBERON:0000948),has_input(UniProtKB:P24385)	20191218	F
UniProtKB	Q63934	Pou4f2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:17145718		10090	ARUK-UCL	has_input(UniProtKB:Q07813)	20211119	F
UniProtKB	Q12837	POU4F2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000250	ISS	PMID:17145718	UniProtKB:Q63934	9606	ARUK-UCL	has_input(UniProtKB:Q07812)	20211119	F
UniProtKB	Q63934	Pou4f2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:26670484		10090	BHF-UCL	has_input(UniProtKB:P14142),occurs_in(UBERON:0001013)|has_input(UniProtKB:P14142),occurs_in(UBERON:0001134)	20220810	F
UniProtKB	G3V7L5	Pou4f2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:102524	10116	RGD	has_input(UniProtKB:P14142),occurs_in(EMAPA:35112)|has_input(UniProtKB:P14142),occurs_in(EMAPA:32716)	20220810	F
UniProtKB	Q15319	POU4F3	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:23805044		9606	ParkinsonsUK-UCL	has_input(UniProtKB:Q99578),occurs_in(CL:0000540)	20160517	F
UniProtKB	Q13029	PRDM2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:8654390		9606	NTNU_SB	has_input(NCBI_Gene:3162)	20160908	F
UniProtKB	Q13029	PRDM2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:8654390		9606	NTNU_SB	has_input(NCBI_Gene:3162)	20160908	F
UniProtKB	Q13029	PRDM2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:8654390		9606	NTNU_SB	has_input(NCBI_Gene:3162)	20160908	F
UniProtKB	Q63755	Prdm2	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13029	10116	RGD	has_input(NCBI_Gene:3162)	20160908	F
UniProtKB	A0A8I5ZMV7	Rela	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q04206	10116	RGD	part_of(GO:1902895),part_of(GO:0007218),has_input(RNAcentral:URS0000338542_9606)	20210720	F
UniProtKB	A0A8I6A5H5	Rela	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q04206	10116	RGD	part_of(GO:1902895),part_of(GO:0007218),has_input(RNAcentral:URS0000338542_9606)	20210720	F
UniProtKB	A0A8I6ATQ5	Rela	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q04206	10116	RGD	part_of(GO:1902895),part_of(GO:0007218),has_input(RNAcentral:URS0000338542_9606)	20210720	F
UniProtKB	F7F7J5	Rela	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q04206	10116	RGD	part_of(GO:1902895),part_of(GO:0007218),has_input(RNAcentral:URS0000338542_9606)	20210720	F
UniProtKB	Q04206	RELA	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000316	IGI	PMID:21806946	UniProtKB:P30990	9606	ARUK-UCL	part_of(GO:1902895),part_of(GO:0007218),has_input(RNAcentral:URS0000338542_9606)	20210720	F
UniProtKB	Q7TQN4	Rela	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q04206	10116	RGD	part_of(GO:1902895),part_of(GO:0007218),has_input(RNAcentral:URS0000338542_9606)	20210720	F
UniProtKB	Q04206	RELA	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:23811396		9606	ARUK-UCL	part_of(GO:0045944),has_input(UniProtKB:P29475)	20181126	F
UniProtKB	Q04206	RELA	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:26268439		9606	BHF-UCL	occurs_in(CL:0000071),has_input(RNAcentral:URS00006588D4_9606),occurs_at(SO:0001952)	20210108	F
UniProtKB	Q04206	RELA	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:26435691		9606	ARUK-UCL	has_input(UniProtKB:Q9UPY3)	20211119	F
UniProtKB	A0A8I5ZMV7	Rela	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:103290	10116	RGD	has_input(UniProtKB:P56818)	20211118	F
UniProtKB	A0A8I6A5H5	Rela	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:103290	10116	RGD	has_input(UniProtKB:P56818)	20211118	F
UniProtKB	A0A8I6ATQ5	Rela	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:103290	10116	RGD	has_input(UniProtKB:P56818)	20211118	F
UniProtKB	F7F7J5	Rela	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:103290	10116	RGD	has_input(UniProtKB:P56818)	20211118	F
UniProtKB	Q04207	Rela	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:21329555		10090	ARUK-UCL	has_input(UniProtKB:P56818)	20211118	F
UniProtKB	Q7TQN4	Rela	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:103290	10116	RGD	has_input(UniProtKB:P56818)	20211118	F
UniProtKB	Q04206	RELA	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000250	ISS	PMID:21329555	UniProtKB:Q04207	9606	ARUK-UCL	has_input(UniProtKB:P56817)	20211118	F
